SEED,DATA_No,motor_torque,magnet_area
0,0,0.098853148,9.633196005
0,1,0.148903355,15.52239965
0,2,0.158586126,17.54580524
0,3,0.10106964,11.68582479
0,4,0.100152864,11.24706911
0,5,0.144850982,14.84730309
0,6,0.14031801,18.07508494
0,7,0.146137699,16.88262703
0,8,0.162711942,20.34548932
0,9,0.029760681,6.799205128
0,10,0.142848721,13.75200744
0,11,0.054388216,10.43027143
0,12,0.155770411,18.46587136
0,13,0.147776073,13.97361572
0,14,0.138940243,15.25138369
0,15,0.004776718,4.876350824
0,16,0.143122498,13.24779001
0,17,0.115943957,13.88728265
0,18,0.132338886,11.41238952
0,19,0.147622271,14.35734664
0,20,0.119274714,13.44693587
0,21,0.100414967,11.44210669
0,22,0.137134745,13.00942311
0,23,0.00465916,3.464635451
0,24,0.137045971,14.9548499
0,25,0.148930471,14.74984972
0,26,0.013380892,6.204236344
0,27,0.045954633,7.783660679
0,28,0.005355385,3.303260339
0,29,0.120214836,13.22737007
0,30,0.145115233,12.60158368
0,31,0.126045509,13.48750829
0,32,0.145152711,15.51157879
0,33,0.121360023,14.65547487
0,34,0.15242205,14.34384694
0,35,0.055707747,6.874486684
0,36,0.025753434,6.065376187
0,37,0.06321784,7.156319621
0,38,0.136276985,14.93228423
0,39,0.02796866,7.059274604
0,40,0.13340406,16.83378969
0,41,0.149217444,16.04625734
0,42,0.158693326,19.56166967
0,43,0.111974133,11.28672594
0,44,0.068980869,7.869706315
0,45,0.026938375,5.387775678
0,46,0.140682713,13.74911076
0,47,0.160145752,18.38390887
0,48,0.086098022,11.70809323
0,49,0.057303665,7.155862859
0,50,0.152786419,13.28918968
0,51,0.142342183,12.69042584
0,52,0.058755254,7.864819159
0,53,0.139598843,12.61978849
0,54,0.020762042,5.446527732
0,55,0.068422361,7.429583792
0,56,0.135888431,11.88033525
0,57,0.051475209,6.084111394
0,58,0.127067689,11.76928985
0,59,0.127252366,10.85919503
0,60,0.085279216,8.669344517
0,61,0.151312655,15.83515497
0,62,0.070965554,9.85713977
0,63,0.10899961,12.59321611
0,64,0.029252653,5.86804719
0,65,0.123171207,13.63553362
0,66,0.02477546,5.561443017
0,67,0.113091481,14.13166756
0,68,0.111369476,13.50577219
0,69,0.086943157,9.57307697
0,70,0.132583088,10.49265114
0,71,0.141890394,13.79670066
0,72,0.150878615,17.66318374
0,73,0.111691802,9.656133992
0,74,0.074385518,10.67211211
0,75,0.032528692,6.252932013
0,76,0.154402115,18.96120333
0,77,0.135641059,11.78370979
0,78,0.135175004,13.35790248
0,79,0.058849627,6.826964151
0,80,0.146637636,14.02928351
0,81,0.086753533,8.274190689
0,82,0.117689904,10.39904109
0,83,0.145642717,13.47078391
0,84,0.07232362,10.48077366
0,85,0.02458546,5.506094085
0,86,0.128655891,13.46525801
0,87,0.095973159,9.797307311
0,88,0.141978337,15.1872614
0,89,0.146409454,13.27023629
0,90,0.150153443,16.5097047
0,91,0.111636855,11.79121205
0,92,0.057258079,8.261691787
0,93,0.081093842,11.63177352
0,94,0.019656785,5.270998376
0,95,0.093060979,11.012749
0,96,0.089914613,10.16348081
0,97,0.093923882,9.951463635
0,98,0.13826786,10.74987503
0,99,0.148477062,16.74711892
0,100,0.138290451,11.72937297
0,101,0.10250832,14.02211733
0,102,0.147265807,15.35788314
0,103,0.143277206,11.88242933
0,104,0.115242722,12.98384866
0,105,0.128013376,12.29464061
0,106,0.111519364,11.19450701
0,107,0.073356508,10.05353947
0,108,0.014315965,5.774403545
0,109,0.128870163,13.42761965
0,110,0.131548379,15.03533313
0,111,0.008823676,3.983647002
0,112,0.065146326,9.050669856
0,113,0.120607424,13.80502629
0,114,0.150707716,17.91711528
0,115,0.087917312,11.59588318
0,116,0.077128542,7.892028217
0,117,0.04116333,6.557808685
0,118,0.110710284,11.76037109
0,119,0.128931218,12.53166926
0,120,0.139329543,10.94321581
0,121,0.13511948,16.33102468
0,122,0.130601172,13.51421768
0,123,0.151730888,17.42478767
0,124,0.063024708,8.275012672
0,125,0.148747811,15.03810836
0,126,0.09168123,11.71715952
0,127,0.066744681,11.45037512
0,128,0.07197035,8.189776715
0,129,0.129485515,13.5596955
0,130,0.1267529,12.52187623
0,131,0.117301733,11.27194454
0,132,0.118181491,10.00069347
0,133,0.058266546,7.454783899
0,134,0.15282982,15.92592111
0,135,0.038576124,7.856510458
0,136,0.082591566,8.458823837
0,137,0.144287527,12.14828204
0,138,0.028353904,6.578535746
0,139,0.127811343,16.46017038
0,140,0.123093354,12.92734754
0,141,0.072906025,8.647549151
0,142,0.122854172,13.79710097
0,143,0.130648918,13.38454854
0,144,0.027063494,4.602796559
0,145,0.124197454,16.59984621
0,146,0.075339264,10.00182439
0,147,0.142629432,12.61925151
0,148,0.056906677,9.586869884
0,149,0.12909361,13.14851472
0,150,0.036331749,4.986565847
0,151,0.116549763,10.20069395
0,152,0.029726505,9.486017672
0,153,0.064746905,7.494796482
