d_loss,g_loss
16.186975479125977,-1.5782431364059448
12.377796173095703,-9.104689598083496
3.9407265186309814,-44.286983489990234
-2.734818935394287,-65.48567962646484
29.220504760742188,-40.673126220703125
2.752936601638794,4.408839225769043
-25.486146926879883,-1.2994489669799805
9.869022369384766,-89.27116394042969
3.300055980682373,-52.32221603393555
9.219956398010254,-54.89884948730469
-0.02921268343925476,-17.133329391479492
-10.971076965332031,7.509339332580566
-4.724341869354248,-9.242411613464355
16.055896759033203,-43.26517105102539
-1.3719427585601807,-38.71284866333008
-6.597362995147705,-71.30782318115234
10.72999382019043,-50.84932327270508
-21.041484832763672,-36.67905807495117
-17.802875518798828,-92.4247055053711
17.599979400634766,-73.05619812011719
5.776177406311035,-33.630428314208984
-2.0700061321258545,-41.050331115722656
2.6642098426818848,-55.24508285522461
16.14868927001953,-50.891624450683594
9.180136680603027,-17.988006591796875
-1.9450992345809937,13.848312377929688
-18.212295532226562,26.430070877075195
-100.95281982421875,60.63829803466797
27.39127540588379,-138.79640197753906
13.12725830078125,-33.77128219604492
-18.28420066833496,24.383102416992188
-42.91853713989258,73.0142822265625
12.305299758911133,-27.62314224243164
-32.313236236572266,-25.3165340423584
21.600494384765625,-86.1092300415039
-34.6441650390625,4.766497611999512
-49.378746032714844,1.7050418853759766
1.0507147312164307,-55.537071228027344
-21.648422241210938,-5.220366477966309
-18.963855743408203,-41.11294174194336
-21.655662536621094,-29.07976722717285
-26.934062957763672,24.155452728271484
0.030387580394744873,18.329145431518555
0.26451486349105835,22.8082275390625
-38.17059326171875,51.5212516784668
-27.07144546508789,25.16160774230957
22.887020111083984,-7.302595138549805
-12.349281311035156,-4.405312538146973
-61.238067626953125,10.850871086120605
11.31082820892334,9.604703903198242
